C1,C2,text,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,sentiment,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30
87,,"Кстати, вчера сходили на капитана Марвел
Первые две трети норм, потом скучно. Финальный экшон унылый, кроме битвы на гравипушках на корабле.
Мелкий экшон по ходу сюжета сильно прикольней.
Половина шуток на хы, половина убогие. Три прям в голос, правда две из них мои, лол.
Главная героиня классная, очень похожа на Старка.
Феминизмом в лицо не тычут.
Ее подруга бесячая
Злодей ни о чем
Кажется, я описал любой сольник Марвел)
Если хотите сюжетную связь с предстоящими Мстителями, можете ограничиться первой сценой после титров.
Фильм проходной, под попкорн ок",https://t.me/six_seasons_and_a_movie_channel/171?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,146,0,1552986595,1733431503,0,null,"[{""ner"":""Марвел"",""lemma"":""марвел"",""label"":""PER"",""start_pos"":34,""end_pos"":40},{""ner"":""Старка"",""lemma"":""старка"",""label"":""LOC"",""start_pos"":315,""end_pos"":321},{""ner"":""Марвел"",""lemma"":""марвел"",""label"":""PER"",""start_pos"":418,""end_pos"":424},{""ner"":""Мстителями"",""lemma"":""мститель"",""label"":""PER"",""start_pos"":468,""end_pos"":478}]",POSITIVE,rus,,87,0,0,1,0,0,14,7,4,3,26,7,19,true
87,,"Каким актерским методом пользуется Максин и кто ее любимый актер? Как добиться невероятной популярности?
Сегодня в рубрике #ГостьКинопоиска
Максин Минкс
, звезда фильма
«Пуританка 2»
⭐️
Обязательно пишите в комментариях, кого вы хотите увидеть у нас в гостях следующим!
А сегодня в 22:00 мы вместе посмотрим фильм
«Максин XXX»
. Не переключайтесь!",https://t.me/kinopoisk/40806?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,77700,0,1724425951,1733431504,0,null,"[{""ner"":""Максин"",""lemma"":""максин"",""label"":""PER"",""start_pos"":35,""end_pos"":41},{""ner"":""ГостьКинопоиска"",""lemma"":""гостькинопоиска"",""label"":""LOC"",""start_pos"":124,""end_pos"":139},{""ner"":""Максин Минкс"",""lemma"":""максин минкс"",""label"":""PER"",""start_pos"":140,""end_pos"":152},{""ner"":""Максин XXX"",""lemma"":""максин xxx"",""label"":""ORG"",""start_pos"":315,""end_pos"":325},{""ner"":""22:00"",""lemma"":""22:00"",""label"":""DATE"",""start_pos"":282,""end_pos"":287},{""ner"":""2"",""lemma"":""2"",""label"":""NUM"",""start_pos"":180,""end_pos"":181},{""ner"":""00"",""lemma"":""00"",""label"":""NUM"",""start_pos"":285,""end_pos"":287}]",NEUTRAL,rus,,52,0,2,0.9861111,0.013888889,0,4,7,5,2,11,5,13,true
87,,"Кинозвезды, руки выше! Сегодня в рубрике #КиноПоПятницам смотрим
«Максин XXX»
Тая Уэста
🌟
После событий на техасской ферме прошло несколько лет. Максин сделала уверенную карьеру в фильмах для взрослых и стремится на новую вершину — ей достается роль в сиквеле нашумевшего хоррора. Только как раз в это время в Лос-Анджелесе орудует маньяк, который начинает одного за другим убивать ее знакомых.
Стильный и кровавый триллер, который завершает трилогию Тая Уэста, в которой прежде вышли «X» и «Пэрл». Понравится поклонникам 80-х и киноманам, которые обязательно считают множество отсылок. Бонус — невероятная Миа Гот в главной роли и целое созвездие в актерском составе.
Включайте
«Максин XXX»
в 22:00 на Кинопоиске. В 23:43 мы встретимся в комментариях под постом, чтобы обсудить фильм.",https://t.me/kinopoisk/40807?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,82200,0,1724436429,1733431504,0,null,"[{""ner"":""Максин XXX"",""lemma"":""максин xxx"",""label"":""ORG"",""start_pos"":66,""end_pos"":76},{""ner"":""Тая Уэста"",""lemma"":""тая уэста"",""label"":""PER"",""start_pos"":78,""end_pos"":87},{""ner"":""Максин"",""lemma"":""максин"",""label"":""PER"",""start_pos"":145,""end_pos"":151},{""ner"":""Лос-Анджелесе"",""lemma"":""лос-анджелес"",""label"":""LOC"",""start_pos"":310,""end_pos"":323},{""ner"":""Тая Уэста"",""lemma"":""тая уэста"",""label"":""PER"",""start_pos"":451,""end_pos"":460},{""ner"":""Миа Гот"",""lemma"":""миа гот"",""label"":""PER"",""start_pos"":607,""end_pos"":614},{""ner"":""Максин XXX"",""lemma"":""максин xxx"",""label"":""ORG"",""start_pos"":680,""end_pos"":690},{""ner"":""Кинопоиске"",""lemma"":""кинопоиске"",""label"":""LOC"",""start_pos"":703,""end_pos"":713},{""ner"":""23:43"",""lemma"":""23:43"",""label"":""DATE"",""start_pos"":717,""end_pos"":722},{""ner"":""22:00"",""lemma"":""22:00"",""label"":""DATE"",""start_pos"":694,""end_pos"":699},{""ner"":""80"",""lemma"":""80"",""label"":""NUM"",""start_pos"":522,""end_pos"":524},{""ner"":""00"",""lemma"":""00"",""label"":""NUM"",""start_pos"":697,""end_pos"":699},{""ner"":""43"",""lemma"":""43"",""label"":""NUM"",""start_pos"":720,""end_pos"":722}]",NEUTRAL,rus,,118,0,4,0.9802632,0.019736841,0,13,17,6,3,31,4,25,true
87,,"ИСТОРИЯ НА НАШИХ ГЛАЗАХ:
«Дэдпул и Росомаха» — самый кассовый фильм с R-рейтингом в США за всю историю кинематографа
За уходящие выходные кинокомикс обошёл по домашним сборам «Страсти Христовы» ($395,6 млн против $370,8 млн).
Мировые сборы превысили $824,1 млн!",https://t.me/kinosom/6334?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,49000,0,1722800411,1733431504,0,null,"[{""ner"":""ИСТОРИЯ"",""lemma"":""история"",""label"":""ORG"",""start_pos"":0,""end_pos"":7},{""ner"":""США"",""lemma"":""сша"",""label"":""LOC"",""start_pos"":84,""end_pos"":87},{""ner"":""Страсти Христовы"",""lemma"":""страсть христовы"",""label"":""ORG"",""start_pos"":176,""end_pos"":192},{""ner"":""395"",""lemma"":""395"",""label"":""NUM"",""start_pos"":196,""end_pos"":199},{""ner"":""6"",""lemma"":""6"",""label"":""NUM"",""start_pos"":200,""end_pos"":201},{""ner"":""370"",""lemma"":""370"",""label"":""NUM"",""start_pos"":214,""end_pos"":217},{""ner"":""8"",""lemma"":""8"",""label"":""NUM"",""start_pos"":218,""end_pos"":219},{""ner"":""824"",""lemma"":""824"",""label"":""NUM"",""start_pos"":251,""end_pos"":254},{""ner"":""1"",""lemma"":""1"",""label"":""NUM"",""start_pos"":255,""end_pos"":256},{""ner"":""$824,1 "",""lemma"":""$824,1 "",""label"":""DATE"",""start_pos"":250,""end_pos"":257},{""ner"":""$395,6 "",""lemma"":""$395,6 "",""label"":""DATE"",""start_pos"":195,""end_pos"":202},{""ner"":""$370,8 "",""lemma"":""$370,8 "",""label"":""DATE"",""start_pos"":213,""end_pos"":220}]",NEUTRAL,rus,,39,0,6,0.98214287,0.017857144,0,4,3,0,4,12,0,10,true
87,,"Чужой против… Мандалорца!
В свежем #КП_Видео знаменитые пришельцы ищут приключений в новых для себя фильмах
😂
Признавайтесь, хотели бы увидеть такое в кино?
🔥
«Кинопоиск»",https://t.me/kinopoisk/40799?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,80600,0,1724401060,1733431514,0,null,"[{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":160,""end_pos"":169}]",NEUTRAL,rus,,25,0,1,1,0,0,4,4,1,0,7,0,8,true
87,,"На календаре — пятница, а значит, время сдувать пыль с коллекции мемов.
Ждем ваши смешные и ободряющие картинки в комментариях.
🔥
«Кинопоиск»",https://t.me/kinopoisk/40800?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,77200,0,1724415500,1733431514,0,null,"[{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":131,""end_pos"":140}]",NEUTRAL,rus,,22,0,0,1,0,0,1,4,0,0,9,0,8,true
87,,"Если вы привыкли считать комиксы по фильмам дешевыми и посредственными поделками, то рекомендуем подумать еще раз, ведь комиксы по «Чужому» зачастую оказывались куда интереснее кино.
Рассказываем
о том, чем они так хороши, сколько именитых авторов (включая создателя «Хеллбоя») над ними работало, и как на их страницах оказывалось то, что не попадало на экран.
А также о бесчисленных кроссоверах — в том числе с Бэтменом, Баффи и судьей Дреддом.
🎮
«Кинопоиск | Игры»",https://t.me/kinopoisk/40801?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,78700,0,1724420668,1733431514,0,null,"[{""ner"":""Чужому"",""lemma"":""чужому"",""label"":""ORG"",""start_pos"":132,""end_pos"":138},{""ner"":""Бэтменом"",""lemma"":""бэтменом"",""label"":""PER"",""start_pos"":412,""end_pos"":420},{""ner"":""Баффи"",""lemma"":""баффи"",""label"":""LOC"",""start_pos"":422,""end_pos"":427},{""ner"":""Дреддом"",""lemma"":""дреддом"",""label"":""PER"",""start_pos"":437,""end_pos"":444},{""ner"":""Кинопоиск | Игры"",""lemma"":""кинопоиск | игра"",""label"":""ORG"",""start_pos"":449,""end_pos"":465}]",NEUTRAL,rus,,72,0,1,1,0,0,6,9,6,1,14,6,20,true
87,,"КУДА СТОЛЬКО:
Джордж Мартин сообщил, что в разработке находится ещё 7 проектов по вселенной «Игры престолов»
Они идут в качестве дополнения к уже выходящим «Дома Дракона» и «Рыцарю Семи Королевств: Межевой рыцарь».
3 из них — сериалы, а остальные 4 — анимационные. Естественно, не каждый доживёт до полноценного производства.",https://t.me/kinosom/6330?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,45800,0,1722773698,1733431514,0,null,"[{""ner"":""Джордж Мартин"",""lemma"":""джордж мартин"",""label"":""PER"",""start_pos"":14,""end_pos"":27},{""ner"":""Дома Дракона"",""lemma"":""дом дракон"",""label"":""ORG"",""start_pos"":157,""end_pos"":169},{""ner"":""Рыцарю Семи Королевств"",""lemma"":""рыцарь семь королевство"",""label"":""ORG"",""start_pos"":174,""end_pos"":196},{""ner"":""7"",""lemma"":""7"",""label"":""NUM"",""start_pos"":68,""end_pos"":69},{""ner"":""3"",""lemma"":""3"",""label"":""NUM"",""start_pos"":215,""end_pos"":216},{""ner"":""4"",""lemma"":""4"",""label"":""NUM"",""start_pos"":247,""end_pos"":248}]",NEUTRAL,rus,,49,0,2,1,0,0,4,4,2,4,15,3,16,true
87,,"СИЛА СЕМЬИ
: Вин Дизель неожиданно посетил свадебную фотосессию молодожёнов в Мюнхене
Актёр ехал на съемки фильма, но не смог проигнорировать торжество рядом и пофотографировался с парой.",https://t.me/kinosom/6332?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,48000,0,1722785793,1733431514,0,null,"[{""ner"":""СИЛА СЕМЬИ"",""lemma"":""сила семья"",""label"":""ORG"",""start_pos"":0,""end_pos"":10},{""ner"":""Вин Дизель"",""lemma"":""вин дизель"",""label"":""PER"",""start_pos"":13,""end_pos"":23},{""ner"":""Мюнхене"",""lemma"":""мюнхен"",""label"":""LOC"",""start_pos"":78,""end_pos"":85},{""ner"":""Актёр"",""lemma"":""актёр"",""label"":""PER"",""start_pos"":86,""end_pos"":91}]",NEUTRAL,rus,,27,0,2,1,0,0,1,5,0,0,7,2,3,true
87,,"Посмотрел сериал Академия ""Амбрелла"". Это очередной супергеройский комикс, но не ДС или Марвел. Действие происходит в параллельной вселенной (поэтому многие сравнивают с Хранителями), где нет смартфонов и машины ездят без автоматических коробок. Но не суть. Что же до самого фильма... Несмотря на то, что вроде бы в первом сезоне нет проходных серий, и в каждой что-то происходит, происходит это жутко муторно и затянуто. Вроде бы как и история не самая безинтересная, но смотрится как-то нудно. Хотя и заставило меня досмотреть до конца. Как обычно имется один штатный пидорас и традиционная финальная серия, которая более менее динамичная. Не знаю пока что, надо ли смотреть второй сезон. Как выйдет - решу.",https://t.me/six_seasons_and_a_movie_channel/163?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,134,0,1551875101,1733431514,0,null,"[{""ner"":""Академия \""Амбрелла\"""",""lemma"":""академия \""амбрелла\"""",""label"":""ORG"",""start_pos"":17,""end_pos"":36},{""ner"":""Марвел"",""lemma"":""марвел"",""label"":""LOC"",""start_pos"":88,""end_pos"":94},{""ner"":""Хранителями"",""lemma"":""хранителями"",""label"":""PER"",""start_pos"":170,""end_pos"":181}]",NEUTRAL,rus,,109,1,1,1,0,0,16,16,9,1,21,14,23,true
87,,"По сериалу ""Маньяк"":
Главные герои прекрасно прописаны, раскрыты и сыграны. Беда в том, что такие герои мне не особо интересны. Объективно - они великолепны. Субъективно - на троечку.
Что касается происходящего (немножко на полшишечки спойлер):
Герои жрут колеса, ловят трипы и пытаются решить свои ментальные проблемы.
Реальный мир, в котором они эти колеса жрут, прям балдежный: add-buddy, грязная камера сенсорной депривации (или что то?) на заднем дворе и прочие мелкие и не очень детали. Любители рэтро футуризма должны оценить.
А трипы какие-то не триповые:
Происходящее в них СЛИШКОМ последовательно и рационально. По сути это просто набор скетчей, хоть и хорошо сыгранных. Любители трипов и прочих ментальных игрушек будут разочарованы.
В общем: есть люди и два мира. Второй мир - слабое место. Все остальное - на высоте.",https://t.me/six_seasons_and_a_movie_channel/164?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,138,0,1551881470,1733431514,0,null,"[{""ner"":""СЛИШКОМ"",""lemma"":""слишком"",""label"":""ORG"",""start_pos"":583,""end_pos"":590}]",NEUTRAL,rus,,126,0,3,0.9880952,0.011904762,0,19,15,10,1,35,12,31,true
87,,"Я бы посоветовал из незаезженного:
Первое: Килла Килл - про бабу-борцуху и ее костюм (он воодушевленный). Звучит предельно банально, но тащит за счёт самоиронии и юмора в целом. Один пример:
Героиня впервые трансформируется в супер-героиню - костюм по всем правилам жанра становится откровенным - ноги оголяются, появляется декольте. После трансформации она смотрит на себя и орет: Фу, что за срамота, я не буду сражаться в таком виде!
Второе: Повар-боец Сома, или В поисках идеального рецепта (смотря как переведут).
Парень, внезапно повар, готовит всякое вкусное, соревнуется в школе с другими поварами и пытается стать лучшим. Мульт тащит за счёт красивой подачи еды, описания интересных кулинарных техник и трипов, которые ловят те, кто пробует всю эту вкуснятину: с них слетает одежда, они орут как ясно от чего, их переносит в сказочный лес/океан/космос в зависимости от блюда, ласкают разные твари, входящие в состав блюд и т.п. На грани эротики, смотреть без смеха невозможно",https://t.me/six_seasons_and_a_movie_channel/165?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,145,0,1551883614,1733431514,0,null,"[{""ner"":""Килла Килл - про бабу-борцуху"",""lemma"":""килла килл - про баба-борцуху"",""label"":""PER"",""start_pos"":43,""end_pos"":72},{""ner"":""Фу"",""lemma"":""фу"",""label"":""PER"",""start_pos"":382,""end_pos"":384},{""ner"":""Сома"",""lemma"":""сом"",""label"":""PER"",""start_pos"":455,""end_pos"":459}]",POSITIVE,rus,,150,0,2,1,0,0,17,24,11,1,52,4,34,true
87,,"Винс Вон, ведьмы, солнце, море, пляж — все это сериал
«Плохая обезьяна»
🐒
Летний детектив от автора «Клиники» и «Теда Лассо» прямо сейчас выходит на Apple TV+, а мы рассказываем о проекте подробнее в рубрике #КП_ЧтоПосмотреть.
Также читайте
рецензию
Станислава Зельвенского.
🔥
«Кинопоиск»",https://t.me/kinopoisk/40791?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,82500,0,1724319240,1733431515,0,null,"[{""ner"":""Винс Вон"",""lemma"":""винс вон"",""label"":""PER"",""start_pos"":0,""end_pos"":8},{""ner"":""Клиники"",""lemma"":""клиника"",""label"":""ORG"",""start_pos"":101,""end_pos"":108},{""ner"":""Теда Лассо"",""lemma"":""теда лассо"",""label"":""ORG"",""start_pos"":113,""end_pos"":123},{""ner"":""Станислава Зельвенского"",""lemma"":""станислав зельвенского"",""label"":""PER"",""start_pos"":250,""end_pos"":273},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":278,""end_pos"":287}]",NEUTRAL,rus,,43,0,1,0.9701493,0.029850746,0,2,3,2,0,14,4,19,true
87,,"Скрытая жемчужина HBO, напряженная и сексуально заряженная, словно «Наследники» и «Эйфория», — это сериал «Индустрия», недавно вернувшийся с новым сезоном.
И в нем к актерскому составу присоединился Кит Харингтон! Обо всех достоинствах «Индустрии» — в нашей
статье
.
🔥
«Кинопоиск»",https://t.me/kinopoisk/40792?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,81700,0,1724327709,1733431515,0,null,"[{""ner"":""HBO"",""lemma"":""hbo"",""label"":""ORG"",""start_pos"":18,""end_pos"":21},{""ner"":""Наследники"",""lemma"":""наследник"",""label"":""ORG"",""start_pos"":68,""end_pos"":78},{""ner"":""Эйфория"",""lemma"":""эйфория"",""label"":""ORG"",""start_pos"":83,""end_pos"":90},{""ner"":""Индустрия"",""lemma"":""индустрия"",""label"":""ORG"",""start_pos"":107,""end_pos"":116},{""ner"":""Кит Харингтон"",""lemma"":""кит харингтон"",""label"":""PER"",""start_pos"":199,""end_pos"":212},{""ner"":""Индустрии"",""lemma"":""индустрия"",""label"":""ORG"",""start_pos"":237,""end_pos"":246},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":270,""end_pos"":279}]",NEUTRAL,rus,,40,0,2,0.9836066,0.016393442,0,5,2,1,0,10,2,20,true
87,,"Сегодня в белом танце кружимся (подпеваем в комментах!)
🌪
Посмотрели «Смерч 2» и
опросили
специалиста по природным катастрофам Алексея Карнаухова о том, насколько в оригинале 1990-х и продолжении всё правдоподобно, куда бежать и где прятаться, если вдруг настигнет смерч.
Берегите себя!
🔥
«Кинопоиск»",https://t.me/kinopoisk/40793?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,84300,0,1724331949,1733431515,0,null,"[{""ner"":""Алексея Карнаухова"",""lemma"":""алексей карнаухов"",""label"":""PER"",""start_pos"":127,""end_pos"":145},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":290,""end_pos"":299},{""ner"":""2"",""lemma"":""2"",""label"":""NUM"",""start_pos"":76,""end_pos"":77},{""ner"":""1990"",""lemma"":""1990"",""label"":""NUM"",""start_pos"":175,""end_pos"":179}]",NEUTRAL,rus,,43,0,0,1,0,0,4,8,2,1,9,5,14,true
87,,"Оно приходит за тобой… но не спешит.
Культовый хоррор Дэвида Роберта Митчелла спустя десятилетие добрался до повторного проката, а мы
напоминаем
, зачем смотреть ужастик, где вместо скримеров экзистенциальный ужас и ПППП — проклятие, передающееся половым путем.
Билеты на Кинопоиске
🔥
«Кинопоиск»",https://t.me/kinopoisk/40794?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,88300,0,1724339221,1733431515,0,null,"[{""ner"":""Дэвида Роберта Митчелла"",""lemma"":""дэвид роберт митчелла"",""label"":""PER"",""start_pos"":54,""end_pos"":77},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":272,""end_pos"":281}]",NEUTRAL,rus,,42,0,1,1,0,0,4,6,3,0,10,2,11,true
87,,"#ФильмДня —
«Гордость и предубеждение»
, эталонный ромком, в котором нет ни одного поцелуя, а верх романтического напряжения — легкое прикосновение рук.
Сегодня смотрим фильм по мотивам известной книги Джейн Остин с Кирой Найтли и Мэттью Макфэдиеном в главных ролях.
Семья Беннетт небогата и очень хочет удачно выдать дочерей замуж. Среди кандидатов — очаровательный и обеспеченный мистер Бингли, его высокомерный друг Дарси и надоедливый мистер Коллинз. Несмотря на расчетливые условия, сестрам все же удается найти свое счастье.
Фильм полон сентиментальностей, трогательных и забавных моментов. Вас ждет смесь классики и ромкома, британский шарм и гордость с предубеждениями, мешающие любви.
🔥
«Кинопоиск»",https://t.me/kinopoisk/40798?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,93100,0,1724350060,1733431515,0,null,"[{""ner"":""ФильмДня"",""lemma"":""фильмдня"",""label"":""ORG"",""start_pos"":1,""end_pos"":9},{""ner"":""Джейн Остин"",""lemma"":""джейн остин"",""label"":""PER"",""start_pos"":202,""end_pos"":213},{""ner"":""Кирой Найтли"",""lemma"":""кира найтли"",""label"":""PER"",""start_pos"":216,""end_pos"":228},{""ner"":""Мэттью Макфэдиеном"",""lemma"":""мэттью макфэдиеном"",""label"":""PER"",""start_pos"":231,""end_pos"":249},{""ner"":""Беннетт"",""lemma"":""беннетт"",""label"":""PER"",""start_pos"":273,""end_pos"":280},{""ner"":""Бингли"",""lemma"":""бингли"",""label"":""PER"",""start_pos"":389,""end_pos"":395},{""ner"":""Дарси"",""lemma"":""дарси"",""label"":""PER"",""start_pos"":419,""end_pos"":424},{""ner"":""Коллинз"",""lemma"":""коллинз"",""label"":""PER"",""start_pos"":446,""end_pos"":453},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":697,""end_pos"":706}]",NEUTRAL,rus,,100,0,0,1,0,0,12,10,3,1,32,5,24,true
87,,"По местам съёмок «Дэдпула и Росомаха»
Блогер Томас Дьюк, который славится поиском мест съёмок известных сцен, побывал в британском Хартфордшире.",https://t.me/kinosom/6326?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,53900,0,1722759433,1733431515,0,null,"[{""ner"":""Томас Дьюк"",""lemma"":""томас дьюк"",""label"":""PER"",""start_pos"":45,""end_pos"":55},{""ner"":""Хартфордшире"",""lemma"":""хартфордшире"",""label"":""LOC"",""start_pos"":131,""end_pos"":143}]",NEUTRAL,rus,,20,0,0,1,0,0,2,2,1,0,8,0,5,true
87,,"Вот такая любовь:
Джеффри Дин Морган и его жена сквозь годы
❤️",https://t.me/kinosom/6328?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,46400,0,1722768856,1733431515,0,null,"[{""ner"":""Джеффри Дин Морган"",""lemma"":""джеффри дин морган"",""label"":""PER"",""start_pos"":18,""end_pos"":36}]",POSITIVE,rus,,12,0,0,1,0,0,0,0,1,0,3,0,3,true
87,,"Досмотрел ""Маньяка"". В целом мне зашло, но чего-то не хватило. Финал, как обычно слили. Эмма Стоун в разных ролях очень хороша. Джона Хилл в девятой серии просто до слез. Сериал весьма необычный, и он не про маньяков, как можно подумать. Ну и как правило, почти все сериалы смотришь, смотришь, а в конце его суть можно пересказать одним предложением. Я этого делать не стану, чтобы не спойлерить :)",https://t.me/six_seasons_and_a_movie_channel/158?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,164,0,1551035288,1733431515,0,null,"[{""ner"":""Эмма Стоун"",""lemma"":""эмма стоун"",""label"":""PER"",""start_pos"":88,""end_pos"":98},{""ner"":""Джона Хилл"",""lemma"":""джон хилл"",""label"":""PER"",""start_pos"":128,""end_pos"":138}]",POSITIVE,rus,,67,0,2,1,0,0,4,10,7,1,14,7,18,true
87,,"По рекомендации книгочея, решил глянуть ""Разборки в стиле кунг-фу"". Спустя некоторое время подумал, что этот стиль мне что-то напоминает. Начал гуглить Убойный футбол - и точно - режиссер тот же :) А кино мне понравилось. Зрелищное и веселое местами. Аналогия с футболом прямая. Если кому понравился первый фильм, понравятся и Разборки.",https://t.me/six_seasons_and_a_movie_channel/159?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,155,0,1551254384,1733431515,0,null,"[{""ner"":""Разборки"",""lemma"":""разборка"",""label"":""PER"",""start_pos"":41,""end_pos"":49}]",POSITIVE,rus,,51,0,1,1,0,0,5,9,6,0,18,1,12,true
87,,"Раз уж у меня тут случился внеплановый вечер пересмотра фильмов Кевина Смита, то хотелось бы всем девочкам (и не только) порекомендовать кино ""В погоне за Эми"". Это сопливая мелодрама, но в исполнении Кевина Смита, поэтому тут будут лесбиянки, секс втроем, гомосеки и тому подобные радости. Тем не менее, кино отличное. Ах, ну да, и Бен Эффлек, конечно же. Еще молодой и не совсем алкаш :) Настоятельно рекомендую всем, независимо от возраста, гендерной принадлежности, рассовой предрасположенности и исповедуемой религии. Это просто очень хорошее и доброе кино.",https://t.me/six_seasons_and_a_movie_channel/160?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,142,0,1551590388,1733431515,0,null,"[{""ner"":""Кевина Смита"",""lemma"":""кевин смит"",""label"":""PER"",""start_pos"":64,""end_pos"":76},{""ner"":""Эми"",""lemma"":""эми"",""label"":""PER"",""start_pos"":155,""end_pos"":158},{""ner"":""Кевина Смита"",""lemma"":""кевин смит"",""label"":""PER"",""start_pos"":201,""end_pos"":213},{""ner"":""Бен Эффлек"",""lemma"":""бен эффлек"",""label"":""PER"",""start_pos"":333,""end_pos"":343}]",POSITIVE,rus,,85,0,1,1,0,0,9,6,6,0,19,11,23,true
87,,"Посмотрел ""Завод"" Юрия Быкова. Не отпускает ощущение, что Быков начал делать из себя нового Балабанова. Нет, ни в коем случае, я не говорю, что это плохо. Завод - просто охуенный фильм. Я совершенно серьезно и без поправок на ветер. Это правда охуенное кино. Все, собственно...",https://t.me/six_seasons_and_a_movie_channel/161?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,140,0,1551646374,1733431515,0,null,"[{""ner"":""Юрия Быкова"",""lemma"":""юрий быков"",""label"":""PER"",""start_pos"":18,""end_pos"":29},{""ner"":""Быков"",""lemma"":""быков"",""label"":""PER"",""start_pos"":58,""end_pos"":63},{""ner"":""Балабанова"",""lemma"":""балабанов"",""label"":""PER"",""start_pos"":92,""end_pos"":102}]",POSITIVE,rus,,45,0,1,1,0,0,4,5,6,0,10,3,14,true
87,,"Досмотрел Титанов
Первый эпизод - кайф.
С третьего по девятый включительно - унылая тягомотина.
Одиннадцатый - кайф.
Чуть подробнее: штампы, тупые персонажи, снова штампы. А ещё насилие ради насилия. Из-за нереалистичной физики драчки смотрятся, как кукольное представление:
ПРЯМОЙ УДАР В ЖИВОТ
@
ЛЕТИШЬ ПО ПАРАБОЛЕ
Хотя некоторые выглядели круто, не без этого.
Основная сюжетка избита, но идея построить ее вокруг помощников супергероев мне зашла.
Этот сериал мог быть невероятно крутым, но из-за скудной проработки получился проходняк. Под попкорн может и ок",https://t.me/six_seasons_and_a_movie_channel/162?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,127,0,1551853620,1733431515,0,null,"[{""ner"":""Досмотрел Титанов"",""lemma"":""досмотрел титанов"",""label"":""PER"",""start_pos"":0,""end_pos"":17},{""ner"":""ЛЕТИШЬ ПО ПАРАБОЛЕ\n"",""lemma"":""летишь по параболе"",""label"":""ORG"",""start_pos"":297,""end_pos"":316}]",NEGATIVE,rus,,81,0,9,1,0,0,13,8,3,0,22,6,16,true
